Title,Weblinks
Anthocyanins of açai products in the United States,www.doi.org/10.1016/j.nfs.2019.05.001
Predictive Modelling of a K-Unit Botttling Plants for Reliability Improvement,www.doi.org/10.1016/j.promfg.2019.05.009
Determination of thermal transitions of gluten-free chestnut flour doughs enriched with brown seaweed powders and antioxidant properties of baked cookies,www.doi.org/10.1016/j.heliyon.2019.e01805
Experimental Investigation of a Vapour Compression Refrigeration System with 15nm TiO<ce:inf loc=post>2</ce:inf>-R600a Nano-Refrigerant as the Working Fluid,www.doi.org/10.1016/j.promfg.2019.06.079
Influence of dewetting on the crystallization behavior of CuCl₂ in the presence of BSA during evaporation in a Petri dish,www.doi.org/10.1016/j.heliyon.2018.e01102
Rapid construction of multicomponent TRIP stainless steel by powder feeding laser deposition for comprehensive properties,www.doi.org/10.1016/j.matdes.2019.108171
On the issue of the techniques to produce mass and low–price tungsten oxide nanopowder,www.doi.org/10.1016/j.promfg.2019.12.052
Editorial: Open Design and Design as Exponential Technology,www.doi.org/10.1016/j.procir.2019.08.002
Experimental study of the simultaneous effect of nano-silica and nano-carbon black on permeability and mechanical properties of the concrete,www.doi.org/10.1016/j.tafmec.2019.102391
Parametric review of microwave-based materials processing and its applications,www.doi.org/10.1016/j.jmrt.2019.04.004
A thermo-metallurgical-mechanical model for selective laser melting of Ti6Al4V,www.doi.org/10.1016/j.matdes.2019.107642
Prognostic Modeling of Performance Degradation in Energy Storage by Lithium-ion Batteries,www.doi.org/10.1016/j.promfg.2019.06.156
Challenges and Potentials of Digital Twins and Industry 4.0 in Product Design and Production for High Performance Products,www.doi.org/10.1016/j.procir.2019.04.219
Challenges and Potentials of Digital Twins and Industry 4.0 in Product Design and Production for High Performance Products,www.doi.org/10.1016/j.procir.2019.04.219
Prevention of seizure in extrusion of aluminium alloy billet by dies having textured surface,www.doi.org/10.1016/j.ijlmm.2019.05.003
Efficacy of <ce:italic>Bacillus subtilis</ce:italic> administered as a direct-fed microorganism in comparison to an antibiotic growth promoter and in diets with low and high DDGS inclusion levels in broiler chickens,www.doi.org/10.3382/japr/pfz048
Determination of Changes in Process Management within Industry 4.0,www.doi.org/10.1016/j.promfg.2020.01.112
Evaluation of the mechanical properties of cements with fillers derived from the CO<ce:inf loc=post>2</ce:inf> reduction of cement plants,www.doi.org/10.1016/j.prostr.2019.08.189
Adoption of New Medical Technologies: The Case of Customized Individually Made Knee Implants,www.doi.org/10.1016/j.jval.2019.01.008
The Potential of Reusing Technical Plastics,www.doi.org/10.1016/j.promfg.2020.01.407
Novel plasma treatment for preparation of laser sintered nanocomposite parts,www.doi.org/10.1016/j.addma.2018.11.016
Cubic negative stiffness lattice structure for energy absorption: Numerical and experimental studies,www.doi.org/10.1016/j.ijsolstr.2019.06.024
"Using bone fragmentation records to investigate coastal human ecodynamics: A case study from Čḯx<ce:sup loc=post>w</ce:sup>icən (Washington State, USA)",www.doi.org/10.1016/j.jasrep.2018.08.049
Advances in machine vision for flexible feeding of assembly parts,www.doi.org/10.1016/j.promfg.2020.01.214
The capacitance and electron transfer of 3D-printed graphene electrodes are dramatically influenced by the type of solvent used for pre-treatment,www.doi.org/10.1016/j.elecom.2019.04.004
<ce:bold>N</ce:bold>ydus <ce:bold>O</ce:bold>ne <ce:bold>S</ce:bold>yringe <ce:bold>E</ce:bold>xtruder (<ce:bold>NOSE</ce:bold>): A Prusa i3 3D printer conversion for bioprinting applications utilizing the FRESH-method,www.doi.org/10.1016/j.ohx.2019.e00069
Intraoperative povidone-iodine irrigation for infection prevention,www.doi.org/10.1016/j.artd.2019.04.004
Non-linear autoregressive neural network (NARNET) with SSA filtering for a university energy consumption forecast,www.doi.org/10.1016/j.promfg.2019.04.022
Design of dielectric elastomer actuators for vibration control at high frequencies,www.doi.org/10.1016/j.ijmecsci.2019.05.019
Topology optimization on vortex-type passive fluidic diode for advanced nuclear reactors,www.doi.org/10.1016/j.net.2019.03.018
Green Logistics Outsourcing Employing Multi Criteria Decision Making and Quality Function Deployment in the Petrochemical Industry,www.doi.org/10.1016/j.ajsl.2019.12.011
A methodical approach for improved control of safety-related product properties in early phases of the automotive product development process,www.doi.org/10.1016/j.procir.2019.04.209
Getting in shape: Current hurdles in 3-dimensionally printed airway stents,www.doi.org/10.1016/j.jtcvs.2019.01.085
Structural topology optimization under stationary random base acceleration excitations,www.doi.org/10.1016/j.cja.2019.03.031
Optimization of the cold profiling process through SMED,www.doi.org/10.1016/j.promfg.2020.01.171
Structural topology optimization under stationary random base acceleration excitations,www.doi.org/10.1016/j.cja.2019.03.031
Flexible calibration of a stereo vision system by active display,www.doi.org/10.1016/j.promfg.2020.01.071
Freshly Prepared Meals and Not Ultra-Processed Foods,www.doi.org/10.1016/j.cmet.2019.06.006
Integrated product and processes development in design: A case study,www.doi.org/10.1016/j.promfg.2019.09.012
"Properties of SCC containing pozzolans, Wollastonite micro fiber, and recycled aggregates",www.doi.org/10.1016/j.heliyon.2019.e02081
The effect of induction heating power on the microstructural and physical properties of investment cast ASTM-F75 CoCrMo alloy,www.doi.org/10.1016/j.jmrt.2019.07.052
Quality characteristics of reduced fat emulsion-type chicken sausages using chicken skin and wheat fiber mixture as fat replacer,www.doi.org/10.3382/ps/pez016
Time-triggered calcium ion bridging in preparation of films of oxidized microfibrillated cellulose and pulp,www.doi.org/10.1016/j.carbpol.2019.04.060
Prediction of cracks within cones processed by single point incremental forming,www.doi.org/10.1016/j.promfg.2019.02.111
Phytochemistry and pharmacological activities of <ce:italic>Cymbopogon citratus</ce:italic>: A review,www.doi.org/10.1016/j.sciaf.2019.e00137
Farm scale modelling of greenhouse gas emissions from semi-intensive suckler cow beef production,www.doi.org/10.1016/j.agsy.2019.102670
Using Serious Games to Inform Mass Customization Production Methods from the Fuzzy Front-End of New Product Development,www.doi.org/10.1016/j.promfg.2020.01.061
NDT integrity engineering – A new discipline,www.doi.org/10.1016/j.prostr.2019.08.035
Automatic Optical Surface Inspection of Wind Turbine Rotor Blades using Convolutional Neural Networks,www.doi.org/10.1016/j.procir.2019.03.286
Development of rare-earth oxides based hybrid AMCs reinforced with SiC/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf>: mechanical & metallurgical characterization,www.doi.org/10.1016/j.jmrt.2019.01.013
Chemometric approach for discriminating tobacco trademarks by near infrared spectroscopy,www.doi.org/10.1016/j.forsciint.2018.10.016
Proliferation medium in three-dimensional culture of auricular chondrocytes promotes effective cartilage regeneration <ce:italic>in vivo</ce:italic>,www.doi.org/10.1016/j.reth.2019.10.002
The potential of utilising papaya seed oil and stone fruit kernel oil as non-edible feedstock for biodiesel production in Australia—A review,www.doi.org/10.1016/j.egyr.2019.02.007
Characterization of an antimicrobial substance produced by <ce:italic>Lactobacillus plantarum</ce:italic> NTU 102,www.doi.org/10.1016/j.jmii.2017.08.003
Dynamic Predictive Modeling of Solder Paste Volume with Real Time Memory Update in a Stencil Printing Process,www.doi.org/10.1016/j.promfg.2020.01.015
Cu–Ni–Sn–Si alloys designed by cluster-plus-glue-atom model,www.doi.org/10.1016/j.matdes.2019.107641
Laser welding of additively manufactured medium manganese steel alloy with conventionally manufactured dual-phase steel,www.doi.org/10.1016/j.procir.2020.09.102
Microfluidics for Medical Additive Manufacturing,www.doi.org/10.1016/j.eng.2020.10.001
A Comparative Study of Dimensional Tolerancing Capabilities and Microstructure Formation between Binder Jet Additively Manufactured Sand Molds and Olivine Green Sand Molds for Metalcasting of A356.0,www.doi.org/10.1016/j.promfg.2020.05.056
Toward a better understanding of phase transformations in additive manufacturing of Alloy 718,www.doi.org/10.1016/j.mtla.2020.100862
An aerospace bracket designed by thermo-elastic topology optimization and manufactured by additive manufacturing,www.doi.org/10.1016/j.cja.2019.09.006
Design and characterisation of an additive manufacturing benchmarking artefact following a design-for-metrology approach,www.doi.org/10.1016/j.addma.2019.100964
Processing of 316L hybrid parts consisting of sheet metal and additively manufactured element by Powder Bed Fusion using a laser beam,www.doi.org/10.1016/j.procir.2020.09.008
Material Properties of Features Produced from EN AW 6016 by Wire-Arc Additive Manufacturing,www.doi.org/10.1016/j.promfg.2020.04.131
Medical Additive Manufacturing: From a Frontier Technology to the Research and Development of Products,www.doi.org/10.1016/j.eng.2020.10.002
Evaluation of the corrosion resistance of a Ni-P coating deposited on additive manufacturing steel: A dataset,www.doi.org/10.1016/j.dib.2020.106159
Additive manufacturing method and different welding applications,www.doi.org/10.1016/j.jmrt.2020.08.039
Machine Learning for Advanced Additive Manufacturing,www.doi.org/10.1016/j.matt.2020.08.023
Friction-forging tubular additive manufacturing (FFTAM): A new route of solid-state layer-upon-layer metal deposition,www.doi.org/10.1016/j.jmrt.2020.10.105
Invited review: Machine learning for materials developments in metals additive manufacturing,www.doi.org/10.1016/j.addma.2020.101641
Current advances in additive manufacturing,www.doi.org/10.1016/j.procir.2020.05.076
A software architecture for a multi-axis additive manufacturing path-planning tool,www.doi.org/10.1016/j.procir.2020.05.075
Towards Operating Curves of Additive Manufacturing Equipment: Production Logistics and its Contribution to Increased Productivity and Reduced Throughput Time,www.doi.org/10.1016/j.procir.2020.06.006
New Hybrid Manufacturing Routes Combining Forging and Additive Manufacturing to Efficiently Produce High Performance Components from Ti-6Al-4V,www.doi.org/10.1016/j.promfg.2020.04.215
Direct recycling of machine chips through a novel solid-state additive manufacturing process,www.doi.org/10.1016/j.matdes.2020.108850
Design and performance of an additively manufactured high-Si transformer core,www.doi.org/10.1016/j.matdes.2020.108894
Deformations of Ti-6Al-4V additive-manufacturing-induced isotropic and anisotropic columnar structures: <ce:italic>Insitu</ce:italic> measurements and underlying mechanisms,www.doi.org/10.1016/j.addma.2020.101322
Multi-criteria environmental and economic impact assessment of wire arc additive manufacturing,www.doi.org/10.1016/j.cirp.2020.04.010
Hybrid-additive manufacturing cost model: A sustainable Through-Life Engineering support for Maintenance Repair Overhaul in the Aerospace,www.doi.org/10.1016/j.promfg.2020.07.019
Refinement of the grain structure of additive manufactured titanium alloys via epitaxial recrystallization enabled by rapid heat treatment,www.doi.org/10.1016/j.scriptamat.2020.01.027
Fluctuation effects in Wire Arc Additive Manufacturing of aluminium analysed by high-speed imaging,www.doi.org/10.1016/j.jmapro.2020.05.030
On the Applicability of Agile Development Methods to Design for Additive Manufacturing,www.doi.org/10.1016/j.procir.2020.03.112
Formability Analysis of Micro-Alloyed Sheet Metals Reinforced by Additive Manufacturing,www.doi.org/10.1016/j.promfg.2020.04.317
Deterministic part orientation in additive manufacturing using feature recognition,www.doi.org/10.1016/j.procir.2020.05.070
Real-Time Defect Correction in Large-Scale Polymer Additive Manufacturing via Thermal Imaging and Laser Profilometer,www.doi.org/10.1016/j.promfg.2020.05.091
Geometric tolerance and manufacturing assemblability estimation of metal additive manufacturing (AM) processes,www.doi.org/10.1016/j.matdes.2020.108842
A Study On The Mechanical Properties Of Hybrid Parts Manufactured By Forging And Wire Arc Additive Manufacturing,www.doi.org/10.1016/j.promfg.2020.04.136
Experimental Investigation on the Forming of Additively Manufactured Components with Regard to Forming Behavior and Component Properties,www.doi.org/10.1016/j.promfg.2020.04.162
Processing parameters in laser powder bed fusion metal additive manufacturing,www.doi.org/10.1016/j.matdes.2020.108762
The role of titanium on the microstructure and mechanical properties of additively manufactured C300 maraging steels,www.doi.org/10.1016/j.matdes.2020.108965
Smart cloud manufacturing platform for resource efficiency improvement of additive manufacturing services,www.doi.org/10.1016/j.procir.2020.05.067
Fatigue Analysis of Additive Manufactured Long Fibre Reinforced Nylon Materials,www.doi.org/10.1016/j.promfg.2020.10.095
Sustainability of industrial components using additive manufacturing and foam materials,www.doi.org/10.1016/j.promfg.2020.02.102
Guidelines when considering pre & post processing of large metal additive manufactured parts,www.doi.org/10.1016/j.promfg.2020.10.096
Laser metal deposition for additive manufacturing of AA5024 and nanoparticulate TiC modified AA5024 alloy composites prepared with balling milling process,www.doi.org/10.1016/j.optlastec.2020.106438
Combining process and machine modelling: A Cold Spray Additive Manufacturing case,www.doi.org/10.1016/j.procir.2021.01.178
Drilling process and resulting surface properties of Inconel 718 alloy fabricated by Selective Laser Melting Additive Manufacturing,www.doi.org/10.1016/j.procir.2020.02.110
Convolutional Neural Network for geometric deviation prediction in Additive Manufacturing,www.doi.org/10.1016/j.procir.2020.03.108
Neutron dark-field imaging applied to porosity and deformation-induced phase transitions in additively manufactured steels,www.doi.org/10.1016/j.matdes.2020.109009
Binder jetting additive manufacturing of hydroxyapatite powders: Effects of adhesives on geometrical accuracy and green compressive strength,www.doi.org/10.1016/j.addma.2020.101645
Single and multi-objective optimization of FDM-based additive manufacturing using metaheuristic algorithms,www.doi.org/10.1016/j.promfg.2020.10.104
Indirect Additive Manufacturing of resin components using polyvinyl alcohol sacrificial moulds,www.doi.org/10.1016/j.procir.2020.02.191
A Decision Method to Improve the Sustainability of Post Processing in Multi Jet Fusion Additive Manufacturing,www.doi.org/10.1016/j.promfg.2020.02.101
<ce:italic>In-vitro</ce:italic> biomineralization and biocompatibility of friction stir additively manufactured AZ31B magnesium alloy-hydroxyapatite composites,www.doi.org/10.1016/j.bioactmat.2020.06.009
Defect detection in additively manufactured lattices,www.doi.org/10.1016/j.oceram.2020.100020
Microstructure evolution during <ce:italic>in-situ</ce:italic> heating of AlSi10Mg alloy powders and additive manufactured parts,www.doi.org/10.1016/j.addma.2020.101605
Phase-field simulations and microstructural analysis of epitaxial growth during rapid solidification of additively manufactured AlSi10Mg alloy,www.doi.org/10.1016/j.matdes.2020.108985
A Comparison of Layered Tetrahedral and Cartesian meshing in Additive Manufacturing Simulation,www.doi.org/10.1016/j.procir.2020.02.209
Potentiality of hybrid structures in CFRP and additive manufactured metal octet-truss lattice,www.doi.org/10.1016/j.prostr.2020.10.077
Ring Rolling of Pre-forms Made by Wire-arc Additive Manufacturing,www.doi.org/10.1016/j.promfg.2020.04.275
Exploring the possibility of a stainless steel and glass composite produced by additive manufacturing,www.doi.org/10.1016/j.matdes.2020.109179
Tolerance Analysis of Additively Manufactured Non-assembly Mechanisms considering Joint Clearance,www.doi.org/10.1016/j.procir.2020.04.140
Additive manufacturing adoption in product design: an overview from literature and industry,www.doi.org/10.1016/j.promfg.2020.10.092
First time additively manufactured advanced ceramics by using two-photon polymerization for powder processing,www.doi.org/10.1016/j.oceram.2020.100040
Hot forging wire and arc additive manufacturing (HF-WAAM),www.doi.org/10.1016/j.addma.2020.101193
Microstructures and mechanical properties of Al–Zn–Mg aluminium alloy samples produced by wire<ce:hsp sp=0.25></ce:hsp>+<ce:hsp sp=0.25></ce:hsp>arc additive manufacturing,www.doi.org/10.1016/j.jmrt.2020.09.114
Comparison of Additively Manufactured vs. Conventional Maraging Steel in Corrosion-Fatigue Performance after various surface treatments,www.doi.org/10.1016/j.procir.2020.03.003
A Path Planning Optimization Framework for Concrete Based Additive Manufacturing Processes,www.doi.org/10.1016/j.promfg.2020.10.091
Development of additive manufacturing method by selective melting using micro arc plasma,www.doi.org/10.1016/j.procir.2020.01.172
Comparative study of microstructure evaluation and mechanical properties of 4043 aluminum alloy fabricated by wire-based additive manufacturing,www.doi.org/10.1016/j.matdes.2019.108205
Additive manufacturing of zirconia ceramics: a state-of-the-art review,www.doi.org/10.1016/j.jmrt.2020.05.131
Improving worker health and safety in wire arc additive manufacturing: A graph-based approach,www.doi.org/10.1016/j.procir.2020.01.116
Microstructure and mechanical properties of wire arc additively manufactured Hastelloy C276 alloy,www.doi.org/10.1016/j.matdes.2020.109007
Prediction of Microstructure Evolution for Additive Manufacturing of Ti-6Al-4V,www.doi.org/10.1016/j.promfg.2020.04.170
On the implementation of metal additive manufacturing in the tooling process chain for polymer profile extrusion,www.doi.org/10.1016/j.procir.2020.03.141
Additive manufacturing of LMD nozzles for multi-material processing,www.doi.org/10.1016/j.procir.2020.09.063
Damage tolerance-based methodology for fatigue lifetime estimation of a structural component produced by material extrusion-based additive manufacturing,www.doi.org/10.1016/j.addma.2020.101730
Evaluation of Electron Beam Powder Bed Fusion Additive Manufacturing of High Purity Copper for Overhang Structures Using In-Situ Real Time Backscatter Electron Monitoring,www.doi.org/10.1016/j.promfg.2020.05.120
Sustainability of additive manufacturing: the circular economy of materials and environmental perspectives,www.doi.org/10.1016/j.jmrt.2020.04.062
Process Control Features of Electron-Beam Additive Manufacturing of Austenitic Stainless Steel,www.doi.org/10.1016/j.prostr.2020.12.033
An appraisal on the sustainability payback of additively manufactured molds with conformal cooling,www.doi.org/10.1016/j.procir.2020.01.064
Plastic recycling in additive manufacturing: A systematic literature review and opportunities for the circular economy,www.doi.org/10.1016/j.jclepro.2020.121602
Additive manufacturing of heavy rare earth free high-coercivity permanent magnets,www.doi.org/10.1016/j.actamat.2020.02.058
Towards the integration of additively manufactured photopolymer dies in the polymer profile extrusion process chain,www.doi.org/10.1016/j.procir.2020.06.005
Opportunities and Challenges in Integrating Additive Manufacturing in the SEPT Learning Factory,www.doi.org/10.1016/j.promfg.2020.04.080
Improved fatigue strength of additively manufactured Ti6Al4V by surface post processing,www.doi.org/10.1016/j.ijfatigue.2020.105497
An Industry 4.0 framework for tooling production using metal additive manufacturing-based first-time-right smart manufacturing system,www.doi.org/10.1016/j.procir.2020.04.151
Topology Optimisation and Metal Based Additive Manufacturing of Welding Jig Elements,www.doi.org/10.1016/j.procir.2020.04.066
The Effect of Milling Parameters on Surface Properties of Additively Manufactured Inconel 939,www.doi.org/10.1016/j.procir.2020.02.072
Strength analysis of Ti6Al4V titanium alloy produced by the use of additive manufacturing method under static load conditions,www.doi.org/10.1016/j.jmrt.2019.11.063
Direct Energy Deposition: a complete workflow for the additive manufacturing of complex shape parts,www.doi.org/10.1016/j.promfg.2020.10.094
Distortion mitigation in additive manufacturing of AlSi10Mg by multilayer laser peening,www.doi.org/10.1016/j.procir.2020.01.179
Deep Learning-Based Intelligent Process Monitoring of Directed Energy Deposition in Additive Manufacturing with Thermal Images,www.doi.org/10.1016/j.promfg.2020.05.093
"Development of Bioimplants with 2D, 3D, and 4D Additive Manufacturing Materials",www.doi.org/10.1016/j.eng.2020.04.015
A new strategy for strengthening additively manufactured cold spray deposits through in-process densification,www.doi.org/10.1016/j.addma.2020.101626
"Holistic evaluation of the impacts of additive manufacturing on sustainability, distribution costs, and time in global supply chains",www.doi.org/10.1016/j.trpro.2020.08.272
A Review of the Application of Additive Manufacturing in Prosthetic and Orthotic Clinics from a Biomechanical Perspective,www.doi.org/10.1016/j.eng.2020.07.019
Manufacturing of ceramic components with internal channels by a novel additive/subtractive hybridization process,www.doi.org/10.1016/j.oceram.2020.100010
"Data related to spectrum analyzes for phases identification, microstructure and mechanical properties of additive manufactured Ti6Al4V reinforced with nano Yttria stabilized zirconia",www.doi.org/10.1016/j.dib.2020.105249
A Review of the Application of Additive Manufacturing in Prosthetic and Orthotic Clinics from a Biomechanical Perspective,www.doi.org/10.1016/j.eng.2020.07.019
Mechanical properties of 3D printed material with binder jet technology and potential applications of additive manufacturing in seismic testing of structures,www.doi.org/10.1016/j.addma.2020.101714
Sheet Metal Forming Using Additively Manufactured Polymer Tools,www.doi.org/10.1016/j.procir.2020.04.013
Robot Based Wire Arc Additive Manufacturing System with Context-Sensitive Multivariate Monitoring Framework,www.doi.org/10.1016/j.promfg.2020.10.103
Additive manufacturing of magnesium alloys,www.doi.org/10.1016/j.bioactmat.2019.12.004
Multi-Material Additive Manufacturing – Recycling of binary Metal Powder Mixtures by Screening,www.doi.org/10.1016/j.procir.2020.04.098
Integration of Machine Tool Accessibility of Support Structures with Topology Optimization for Additive Manufacturing,www.doi.org/10.1016/j.promfg.2020.05.092
Design and additive manufacturing of novel conformal cooling molds,www.doi.org/10.1016/j.matdes.2020.109147
"Methodical software-supported, multi-target optimization and redesign of a gear wheel for additive manufacturing",www.doi.org/10.1016/j.procir.2020.05.072
Additive Manufacturing using UV Polymerization of Complex Surfaces Generated by Two Main B-Splines,www.doi.org/10.1016/j.promfg.2020.04.352
Planning for Metal Additive Manufacturing,www.doi.org/10.1016/j.promfg.2020.10.100
Flexible ternary carbon black/Bi<ce:inf loc=post>2</ce:inf>Te<ce:inf loc=post>3</ce:inf> based alloy/polylactic acid thermoelectric composites fabricated by additive manufacturing,www.doi.org/10.1016/j.jmat.2020.02.010
Hot isostatic pressing in metal additive manufacturing: X-ray tomography reveals details of pore closure,www.doi.org/10.1016/j.addma.2020.101191
Isomorphic grain inoculation in Ti-6Al-4V during additive manufacturing,www.doi.org/10.1016/j.mlblux.2020.100057
An Economic Design and Development of the Wire Arc Additive Manufacturing Setup,www.doi.org/10.1016/j.procir.2020.02.166
Multi-bead Overlapping Models for Tool Path Generation in Wire-Arc Additive Manufacturing Processes,www.doi.org/10.1016/j.promfg.2020.04.129
Towards Wire and Arc Additive Manufacturing of High-Quality Parts,www.doi.org/10.1016/j.procir.2020.01.180
Simulation and validation of residual deformations in additive manufacturing of metal parts,www.doi.org/10.1016/j.heliyon.2020.e03987
In-situ full-field mapping of melt flow dynamics in laser metal additive manufacturing,www.doi.org/10.1016/j.addma.2019.100939
Distortion-based validation of the heat treatment simulation of Directed Energy Deposition additive manufactured parts,www.doi.org/10.1016/j.procir.2020.09.146
Distortion Prediction and NURBS Based Geometry Compensation for Reducing Part Errors in Additive Manufacturing,www.doi.org/10.1016/j.promfg.2020.05.103
3D electron backscatter diffraction study of α lath morphology in additively manufactured Ti-6Al-4V,www.doi.org/10.1016/j.ultramic.2020.113073
Lattice structure design optimization coupling anisotropy and constraints of additive manufacturing,www.doi.org/10.1016/j.matdes.2020.109089
Static assessment of notched additively manufactured acrylonitrile butadiene styrene (ABS),www.doi.org/10.1016/j.prostr.2020.10.073
Microstructure evolution and mechanical properties of wire-feed electron beam additive manufactured Ti-5Al-2Sn-2Zr-4Mo-4Cr alloy with different subtransus heat treatments,www.doi.org/10.1016/j.matdes.2020.109063
Phase change heat transfer characteristics of an additively manufactured wick for heat pipe applications,www.doi.org/10.1016/j.applthermaleng.2019.114890
High-performance bulk pure Al prepared through cold spray-friction stir processing composite additive manufacturing,www.doi.org/10.1016/j.jmrt.2020.06.034
"Laser additively manufactured intensive dual-phase steels and their microstructures, properties and corrosion resistance",www.doi.org/10.1016/j.matdes.2020.108710
Feature-based Print Method for Multi-Axis Material Extrusion in Additive Manufacturing,www.doi.org/10.1016/j.procir.2020.03.024
A proof-of-concept analysis relating dimensions of a melt pool to its vibrational behavior to control a laser-based additive manufacturing process,www.doi.org/10.1016/j.procir.2020.09.154
Post-processing and testing-oriented design for additive manufacturing – A general framework for the development of hybrid AM parts,www.doi.org/10.1016/j.procir.2020.01.059
Anisotropy of additively manufactured 18Ni-300 maraging steel: Threads and surface characteristics,www.doi.org/10.1016/j.procir.2020.04.059
Additive manufacturing of binary Al-Li alloys,www.doi.org/10.1016/j.procir.2020.09.014
Property-map of epoxy-treated and as-printed polymeric additively manufactured materials,www.doi.org/10.1016/j.ijmecsci.2020.105767
"Additive manufacturing for energy storage: Methods, designs and material selection for customizable 3D printed batteries and supercapacitors",www.doi.org/10.1016/j.coelec.2020.02.009
Performance assessment of a vibro-finishing technology for additively manufactured components,www.doi.org/10.1016/j.procir.2020.05.074
Impact of Surface Roughness and Porosity on Lattice Structures Fabricated by Additive Manufacturing- A Computational Study,www.doi.org/10.1016/j.promfg.2020.05.114
A review of additive manufacturing of cermets,www.doi.org/10.1016/j.addma.2020.101130
Testing and simulation of additively manufactured AlSi10Mg components under quasi-static loading,www.doi.org/10.1016/j.euromechsol.2020.103966
"Controlling melt pool shape, microstructure and residual stress in additively manufactured metals using modified laser beam profiles",www.doi.org/10.1016/j.procir.2020.09.038
Application of additive manufactured tungsten carbide-cobalt electrodes with interior flushing channels in S-EDM,www.doi.org/10.1016/j.procir.2020.03.136
Mathematical Modeling and Optimization for Powder-Based Additive Manufacturing,www.doi.org/10.1016/j.promfg.2020.04.158
Design Automation and Additive Manufacturing for Anatomically Diversified Medical Simulators,www.doi.org/10.1016/j.procir.2020.02.199
Wire electrical discharge polishing of additive manufactured metallic components,www.doi.org/10.1016/j.procir.2020.02.023
A Variogram Analysis of Build Height Effects in an Additively Manufactured AlSi10Mg Part,www.doi.org/10.1016/j.addma.2020.101306
"Two Photon lithography additive manufacturing: Video dataset of parameter sweep of light dosages, photo-curable resins, and structures",www.doi.org/10.1016/j.dib.2020.106119
Additive manufacturing of soft magnets for electrical machines—a review,www.doi.org/10.1016/j.mtphys.2020.100255
A Novel Test Bench to Investigate the Effects of the Tool Rotation on Cutting Fluid Jets to Improve the Tool Design via Additive Manufacturing,www.doi.org/10.1016/j.procir.2020.02.144
Additive Manufacturing of Anisotropic Concrete: a Flow-Based Pultrusion of Continuous Fibers in a Cementitious Matrix.,www.doi.org/10.1016/j.promfg.2020.04.117
Microscale mechanical characterization of 17-4PH stainless steel fabricated by Atomic Diffusion Additive Manufacturing (ADAM),www.doi.org/10.1016/j.prostr.2020.11.119
On-Machine Measuring Method for the Reconstruction of Additively Manufactured Near-Net Shaped Parts,www.doi.org/10.1016/j.procir.2020.05.186
"Additive micro-manufacturing of crack-free PDCs by two-photon polymerization of a single, low-shrinkage preceramic resin",www.doi.org/10.1016/j.addma.2020.101343
Obtaining large-size pyramidal lattice cell structures by pulse wire arc additive manufacturing,www.doi.org/10.1016/j.matdes.2019.108401
On the ballistic perforation resistance of additive manufactured AlSi10Mg aluminium plates,www.doi.org/10.1016/j.ijimpeng.2019.103476
Residual stress analysis of additive manufacturing of metallic parts using ultrasonic waves: State of the art review,www.doi.org/10.1016/j.jmrt.2020.05.092
Topological and morphological design of additively-manufacturable spatially-varying periodic cellular solids,www.doi.org/10.1016/j.matdes.2020.109155
Machine Learning-enabled feedback loops for metal powder bed fusion additive manufacturing,www.doi.org/10.1016/j.procs.2020.09.314
Injecting epoxy resin to specially designed voids of additively manufactured parts to improve mechanical properties,www.doi.org/10.1016/j.promfg.2020.10.097
"Multiscale modelling of microstructure, micro-segregation, and local mechanical properties of Al-Cu alloys in wire and arc additive manufacturing",www.doi.org/10.1016/j.addma.2020.101735
Wire arc additive manufacturing Ti6Al4V aeronautical parts using plasma arc welding: Analysis of heat-treatment processes in different atmospheres,www.doi.org/10.1016/j.jmrt.2020.11.012
Bio-Medical applications of Additive Manufacturing: A Review,www.doi.org/10.1016/j.promfg.2020.10.093
An integrated and interoperable AutomationML-based platform for the robotic process of metal additive manufacturing,www.doi.org/10.1016/j.promfg.2020.10.005
Microstructural analysis and fatigue crack initiation modelling of additively manufactured 316L after different heat treatments,www.doi.org/10.1016/j.matdes.2020.108962
Laser Transmission Welding of additive manufactured parts: process modifications to reduce cavities inside the weld seam,www.doi.org/10.1016/j.procir.2020.09.027
"Preliminary assessment of surface pressure measurements on a metallic, additive manufactured wind tunnel model",www.doi.org/10.1016/j.jweia.2020.104167
Adaptable emergency shelter: A case study in generative design and additive manufacturing in mass customization era,www.doi.org/10.1016/j.promfg.2020.02.213
Arc Behavior in Wire Arc Additive Manufacturing Process,www.doi.org/10.1016/j.promfg.2020.05.105
Effects of zirconia doping on additively manufactured alumina ceramics by laser direct deposition,www.doi.org/10.1016/j.matdes.2020.108711
Adoption and Diffusion of Disruptive Technologies: The Case of Additive Manufacturing in Medical Technology Industry in Australia,www.doi.org/10.1016/j.promfg.2020.02.103
Heat Transfer and Adhesion Study for the FFF Additive Manufacturing Process,www.doi.org/10.1016/j.promfg.2020.04.291
Investigation of the electrophotographic powder deposition through a transfer grid for efficient additive manufacturing,www.doi.org/10.1016/j.procir.2020.09.024
Electrical Discharge Machining using Copper Electrode made by Additive Manufacturing,www.doi.org/10.1016/j.procir.2020.02.293
J-integral evaluation of additively manufactured polymer using local kinematic field measurements and finite element simulations,www.doi.org/10.1016/j.prostr.2020.10.046
